STILLINGTYPEAHEAD,STILLING
Sty,Styreleder
Sty,Styremedlem
Sty,Styrer+(barnehage)
Sty,Styrer+(helsetjenester)
Sty,Styrer+(sosialinstitusjon)
Sty,Styrmann
St%C3%A5,St%C3%A5larbeider
St%C3%A5,St%C3%A5lmont%C3%B8r+(bygg+og+anlegg)
St%C3%B8,St%C3%B8per
St%C3%B8,St%C3%B8per+(metallverk)
St%C3%B8,St%C3%B8pere
St%C3%B8,St%C3%B8pere+sveisere+platearbeidere+mv
St%C3%B8,St%C3%B8ttekontakt
Suf,Suffl%C3%B8r
Sup,Superintendent+(oljevirksomhet)
Sup,Supervisor+(oljevirksomhet)
Sup,Supervisor+(regnskap)
Sup,Supervisor+(reiseliv)
Sup,Supervisor+(vedlikehold+skip)
Sur,Surveyer+(taksering)
Sur,Surveyor+(elkraftteknikk)
Sur,Surveyor+(oljeleting)
Sva,Svakstr%C3%B8msmont%C3%B8r
Sve,Sveiseingeni%C3%B8r+(%C3%B8vrig+teknisk+virksomhet)
Sve,Sveisekontroll%C3%B8r
Sve,Sveisekoordinator
Sve,Sveisekoordinator+(fagarbeider)
Sve,Sveiser
Sve,Sveisere
Sye,Syer+(h%C3%A5nds%C3%B8m)
Syk,Sykehjemsstyrer
Syk,Sykehusapoteker
Syk,Sykehusbetjent
Syk,Sykehusdirekt%C3%B8r
Syk,Sykehusfarmas%C3%B8yt
Syk,Sykehuslaborant
Syk,Sykehusprest
Syk,Sykehussekret%C3%A6r
Syk,Sykehussjef
Syk,Sykehustannlege
Syk,Sykepleier
Syk,Sykepleier+(psykisk+helsearbeid)
Syk,Sykepleiere
Syk,Sykepleiere+og+spesialsykepleiere
Syk,Sykepleiesjef
Syk,Sykkelbud
Syk,Sykkelreparat%C3%B8r
Syk,Sykkelreparat%C3%B8rer+mv.
Syl,Syltere+saftere+mv.+(g%C3%A5rdsproduksjon)
Syn,Synspedagog
Sys,Sysselmann
Sys,System+Manager
Sys,Systemadministrator
Sys,Systemadministratorer
Sys,Systemanalytiker
Sys,Systemanalytikere/-arkitekter
Sys,Systemansvarlig
Sys,Systemarkitekt
Sys,Systemassistent+(data)
Sys,Systemavioniker
Sys,Systemerer
Sys,Systemingeni%C3%B8r+sivil+(elkraftteknikk)
Sys,Systemkonsulent
Sys,Systemkoordinator
Sys,Systemoperat%C3%B8r
Sys,Systemsjef
Sys,Systemtekniker+(IKT-drift)
Sys,Systemtester
Sys,Systemutvikler
S%C3%B8l,S%C3%B8lvsmed
S%C3%B8m,S%C3%B8moperat%C3%B8r
T-b,T-banef%C3%B8rer
Tak,Taksidermist
Tak,Taksteinlegger
Tak,Takstingeni%C3%B8r
Tak,Takstinspekt%C3%B8r
Tak,Takstmann
Tak,Takstmenn
Tak,Takstsjef
Tak,Takst%C3%B8konom
Tak,Taktekker
Tak,Taktekkere
Tal,Tallmagiker
Tal,Tallymann
Tan,Tankingsoperat%C3%B8r+(flyplass)
Tan,Tannhygieniker
Tan,Tannlege
Tan,Tannleger
Tan,Tannlegesekret%C3%A6r
Tan,Tannpleier
Tan,Tannpleier
Tan,Tanntekniker
Tan,Tannteknikermester
Tap,Tappemaskinoperat%C3%B8r+(bryggeri)
Tap,Tappemaskinoperat%C3%B8r+(meieriprodukter)
Tap,Tapper+(serveringssted)
Tap,Tapperiarbeider+(bryggeri)
Tap,Tapperiformann+(bryggeri)
Tap,Tapperioperat%C3%B8r+(bryggeri)
Tar,Tarifferer
Tat,Tatoverer
Tau,Taubanef%C3%B8rer
Tav,Tavlemont%C3%B8r
Tea,Teamleder+(bank)
Tea,Teamleder+(drift/vedlikehold)
Tea,Teamleder+(finans)
Tea,Teamleder+(forsikring)
Tea,Teaterdekorat%C3%B8r
Tea,Teaterpedagog
Tea,Teatersjef
Teg,Teglsorterer
Teg,Tegneassistent
Teg,Tegner+(bygge-+og+anleggsteknikk)
Teg,Tegner+(elektroteknikk)
Teg,Tegner+(teknisk)
Teg,Tegner+(teleteknikk+elektronikk+og+telekommunikasjon)
Teg,Tegner+(%C3%B8vrig+teknisk+virksomhet)
Teg,Tegnesjef+(elektronikk)
Teg,Tegnesjef+(maskin-+og+marinteknikk)
Teg,Tegnesjef+(telekommunikasjon)
Teg,Tegningsgransker+(teknisk)
Teg,Tegningskontroll%C3%B8r+(elektronikk+og+telekommunikasjon)
Teg,Tegningskontroll%C3%B8r+(elkraftteknikk)
Teg,Tegningskontroll%C3%B8r+(maskin)
Teg,Tegningskontroll%C3%B8r+(%C3%B8vrig+teknisk+virksomhet)
Teg,Tegnspr%C3%A5kkonsulent
Tek,Tekniker+(bergverk+og+metallurgi)
Tek,Tekniker+(bygg+og+anlegg)
Tek,Tekniker+(elektronikk)
Tek,Tekniker+(elkraftteknikk)
Tek,Tekniker+(gruve/bergverk)
Tek,Tekniker+(kjemi)
Tek,Tekniker+(kjemiprosess)
Tek,Tekniker+(maskin)
Tek,Tekniker+(olje)
Tek,Tekniker+(petroleum)
Tek,Tekniker+(vareautomat)
Tek,Tekniker+(%C3%B8vrig+teknisk+virksomhet)
Tek,Tekniker+(%C3%B8vrig)
Tek,Teknikere+innen+kringkasting+og+telekom
Tek,Teknikere+innen+luftfartssikkerhet
Tek,Teknikere+innen+radio+og+tv
Tek,Teknikere+innen+telekommunikasjon
Tek,Teknisk+ansvarlig+(olje+og+gass)
Tek,Teknisk+assistent+(bane)
Tek,Teknisk+assistent+(bore-+og+entrepren%C3%B8rfart%C3%B8y)
Tek,Teknisk+direkt%C3%B8r+(industri)
Tek,Teknisk+direkt%C3%B8r+(transport+og+kommunikasjon)
Tek,Teknisk+fullmektig+(forsvaret)
Tek,Teknisk+illustrat%C3%B8r
Tek,Teknisk+inspekt%C3%B8r+(forsikring)
Tek,Teknisk+inspekt%C3%B8r+(taksering)
Tek,Teknisk+konservator
Tek,Teknisk+konsulent+(bergverk+og+metallurgi)
Tek,Teknisk+konsulent+(bygg+og+anlegg)
Tek,Teknisk+konsulent+(elektronikk+og+telekommunikasjon)
Tek,Teknisk+konsulent+(elkraftteknikk)
Tek,Teknisk+konsulent+(forsikring)
Tek,Teknisk+konsulent+(kjemi)
Tek,Teknisk+konsulent+(maskin)
Tek,Teknisk+konsulent+(olje)
Tek,Teknisk+konsulent+(%C3%B8vrig+teknisk+virksomhet)
Tek,Teknisk+leder+(film+teater+musikk)
Tek,Teknisk+leder+(lufthavn)
Tek,Teknisk+r%C3%A5dmann
Tek,Teknisk+salgsrepresentant
Tek,Teknisk+sjef+(bygg+og+anlegg)
Tek,Teknisk+sjef+(data+og+elektronikk)
Tek,Teknisk+sjef+(eiendom/boligsalg)
Tek,Teknisk+sjef+(kontormaskiner)
Tek,Teknisk+sjef+(m%C3%B8belproduksjon)
Tek,Teknisk+sjef+(offentlig+administrasjon)
Tek,Teknisk+sjef+(olje)
Tek,Teknisk+sjef+(transport+og+kommunikasjon)
Tek,Teknisk+tegner
Tek,Teknisk+tegner+(maskin)
Tek,Tekniske+konservatorer
Tek,Tekniske+tegnere
Tek,Teknologiutviklingsleder+(bygg+og+anlegg)
Tek,Tekstbehandler
Tek,Tekstforfatter+(reklame)
Tek,Tekstildesigner
Tek,Tekstilkonservator
Tek,Tekstilkunstner
Tek,Tekstiloperat%C3%B8r+(farging+trykking+og+etterbehandling)
Tek,Tekstiloperat%C3%B8r+(fiskeredskap)
Tek,Tekstiloperat%C3%B8r+(garnfremstilling+og+spinning)
Tek,Tekstiloperat%C3%B8r+(trikotasje)
Tek,Tekstiloperat%C3%B8r+(veving)
Tek,Tekstilrenholder
Tel,Tele-+og+IKT-installat%C3%B8r
Tel,Tele-+og+IKT-installat%C3%B8rer
Tel,Teleekspedit%C3%B8r
Tel,Telefon-+og+nettselgere
Tel,Telefonakkvisit%C3%B8r
Tel,Telefonselger
Tel,Telefullmektig
Tel,Telegrafbetjent
Tel,Telegrafist
Tel,Teleingeni%C3%B8r
Tel,Telekommunikasjonsingeni%C3%B8r
Tel,Telekommunikasjonsmedarbeider+(drift)
Tel,Telekommunikasjonsmont%C3%B8r
Tel,Telekommunikasjonstekniker
Tel,Telekommunikasjonstekniker.
Tel,Telesjef+(transport+og+kommunikasjon)
Tel,Teletekniker
Teo,Teolog
Tep,Teppelegger
Tep,Tepperenser
Ter,Terminalansvarlig+(EDB)
Ter,Terminalarbeider+(lager)
Ter,Terminalarbeider+(spedisjon)
Ter,Terminalbetjent
Ter,Terminalleder
Ter,Terminalsjef
Ter,Termisk+spr%C3%B8yter
Ter,Terpentindestillat%C3%B8r
Tes,Testingeni%C3%B8r+(elektronikk+og+telekommunikasjon)
Tes,Testplanlegger+(olje+og+gass)
Tes,Testtekniker+(elektronikk)
Til,Tilbudskoordinator+(olje+og+gass)
Til,Tilkomsttekniker
Til,Tilrettelegger+(m%C3%B8belindustri+trebearbeiding)
Til,Tilskj%C3%A6rer+(gummiprodukter)
Til,Tilskj%C3%A6rer+(skoproduksjon)
Til,Tilsynsf%C3%B8rer+(barnevernet)
Til,Tilsynsingeni%C3%B8r+(elkraftteknikk)
Til,Tilsynsveterin%C3%A6r
Til,Tiltakssjef+(offentlig+administrasjon)
Tiv,Tivoliarbeider
Toa,Toalettvakt
Tog,Togbremser
Tog,Togdriftsleder
Tog,Togelektriker
Tog,Togkontroll%C3%B8r
Tog,Togleder+(jernbane)
Tog,Togmekaniker
Tog,Togsjef
Tog,Togvert/-vertinne
Tol,Tolk
Tol,Tolldirekt%C3%B8r
Tol,Tolldistriktssjef
Tol,Toller
Tol,Tollere
Tol,Tollinspekt%C3%B8r
Tol,Tollkasserer
Tol,Tollrevisor
Tol,Tollstedsjef
Top,Topograf
Top,Toppleder+i+interesseorganisasjoner
Top,Toppleder+i+offentlig+administrasjon
Top,Toppledere+i+interesseorganisasjoner
Top,Toppledere+i+offentlig+administrasjon
Tor,Torg-+og+markedsselgere
Tor,Torghandler
Tor,Torghandlere+mv.
Tot,Total+Service+Manager
Tot,Totalisatorfunksjon%C3%A6r
Tra,Trade+Marketing+konsulent
Tra,Trafikkassistent+(jernbane)
Tra,Trafikkassistent+(spedisjon)
Tra,Trafikkassistent+(veitrafikk)
Tra,Trafikkbetjent
Tra,Trafikkdirekt%C3%B8r
Tra,Trafikkekspedit%C3%B8r+(jernbane)
Tra,Trafikkinspekt%C3%B8r
Tra,Trafikkleder+(maritim)
Tra,Trafikkleder+(persontrafikk)
Tra,Trafikkleder+(spedisjon)
Tra,Trafikkl%C3%A6rer
Tra,Trafikkonsulent+(fly)
Tra,Trafikkonsulent+(transport)
Tra,Trafikkontroll%C3%B8r
Tra,Trafikkoordinator+(spedisjon)
Tra,Trafikkplanlegger
Tra,Trafikksekret%C3%A6r
Tra,Trafikksjef
Tra,Trafikkstyrer
Tra,Trailerekspedit%C3%B8r
Tra,Trainee+(advokatkontor)
Tra,Trainee+(bank)
Tra,Trainee+(bistand)
Tra,Trainee+(forsikring)
Tra,Trainee+(markedsf%C3%B8ring)
Tra,Trainee+(olje-+og+gassutvinning)
Tra,Trainee+(reisebyr%C3%A5)
Tra,Trainee+(%C3%B8konomi)
Tra,Traktorf%C3%B8rer
Tra,Transformatormont%C3%B8r
Tra,Translat%C3%B8r
Tra,Transportarbeidere+og+operat%C3%B8rer+av+mobile+maskiner+mv.
Tra,Transportformann
Tra,Transportfunksjon%C3%A6r
Tra,Transportfunksjon%C3%A6rer
Tra,Transportkonsulent
Tra,Transportleder+(forsvaret)
Tra,Transportplanlegger
Tra,Transportsjef
Tra,Transport%C3%B8r
Tra,Trapeskunstner
Tra,Traverskranf%C3%B8rer
Tre,Treb%C3%A5tbygger
Tre,Tredjestyrmann
Tre,Tredreier
Tre,Trefiberplatearbeider
Tre,Trefreser+(snekkeri)
Tre,Trehogstmaskinoperat%C3%B8r
Tre,Trekkontroll%C3%B8r
Tre,Trekullbrenner
Tre,Trelastarbeider
Tre,Trendforsker
Tre,Trener
Tre,Trener+(hestesport)
Tre,Trenere+og+idrettsdommere
Tre,Treningssenterleder
Tre,Trepleier
Tre,Treskj%C3%A6rer
Tre,Trevirkesorterer
Tru,Trubadur
Tru,Truckf%C3%B8rer
Tru,Truckf%C3%B8rere
Try,Trygdedirekt%C3%B8r
Try,Trygdekonsulent
Try,Trygderevisor
Try,Trygdesjef
Try,Trykker
Try,Trykkere
Try,Trykkerileder
Try,Trykktester+(olje-+og+gassutvinning)
Try,Tryllekunstner
Tr%C3%A5,Tr%C3%A5dtrekker
Tr%C3%A5,Tr%C3%A5lbas
Tun,Tunnel-+og+fjellarbeider
Tur,Turistinformasjonsmedarbeider
Tur,Turistsjef
Tur,Turistvert
Tur,Turoperat%C3%B8r
Tvi,Tvistel%C3%B8seleder+(juridisk+utredning+offentlig+administrasjon)
Tvi,Tvistel%C3%B8ser+(juridisk+utredning+offentlig+administrasjon)
Typ,Typograf
T%C3%A5r,T%C3%A5rnarbeider
T%C3%A5r,T%C3%A5rnkranf%C3%B8rer
T%C3%A5r,T%C3%A5rnmann
T%C3%B8m,T%C3%B8mmerberegner+(sagbruk)
T%C3%B8m,T%C3%B8mmerfl%C3%B8ter
T%C3%B8m,T%C3%B8mmerhogger
T%C3%B8m,T%C3%B8mmerkj%C3%B8rer
T%C3%B8m,T%C3%B8mmermann
T%C3%B8m,T%C3%B8mmermottaker+(sakbruk)
T%C3%B8m,T%C3%B8mmerm%C3%A5ler
T%C3%B8m,T%C3%B8mmerm%C3%A5lingsinspekt%C3%B8r
T%C3%B8m,T%C3%B8mmersjef
T%C3%B8m,T%C3%B8mmersorterer+(sagbruk)
T%C3%B8m,T%C3%B8mrer
T%C3%B8m,T%C3%B8mrere+og+snekkere
T%C3%B8r,T%C3%B8rkepasser+(sagbruk)
T%C3%B8r,T%C3%B8rker+(papir/papp)
Ugr,Ugressbekjemper
Uid,Uidentifiserbart+yrke
Ull,Ullklassifis%C3%B8r
Und,Underbrannmester
Und,Underdirekt%C3%B8r+(offentlig+virksomhet)
Und,Underdirekt%C3%B8r+(privat+virksomhet)
Und,Underholdningsartist
Und,Understellsbehandler
Und,Undervannsingeni%C3%B8r
Und,Undervannsutstyrsingeni%C3%B8r+(olje)
Und,Undervannsutstyrstekniker+(olje)
Und,Undervisningsassistent
Und,Undervisningsinspekt%C3%B8r+(grunnskole)
Und,Undervisningsleder+(universitet+og+h%C3%B8yskole)
Und,Undervisningsyrker
Und,Underwriter+(forsikring)
Ung,Ungdomskonsulent
Ung,Ungdomssekret%C3%A6r+(arbeidstakerorganisasjon)
Ung,Unggrism%C3%A5ler
Uni,Universitets-+og+h%C3%B8gskolelektorer/-l%C3%A6rere
Uni,Universitets-+og+h%C3%B8yskolelektorer/-l%C3%A6rere
Uni,Universitetsbibliotekar
Uni,Universitetsdirekt%C3%B8r
Uni,Universitetsrektor
Uni,Universitetssekret%C3%A6r
Uop,Uoppgitt+eller+yrker+som+ikke+kan+identifiseres
Uop,Uoppgitt+eller+yrker+som+ikke+kan+identifiseres
Uop,Uoppgitt+eller+yrker+som+ikke+kan+identifiseres
Urm,Urmaker
Utb,Utbyggingssjef+(bygg+og+anlegg)
Utd,Utdanningsdirekt%C3%B8r
Utd,Utdanningsr%C3%A5dgiver
Utd,Utdeler+(gratisavis)
Ute,Utenrikskorrespondent
Ute,Utenriksredakt%C3%B8r
Ute,Utenriksr%C3%A5d
Ute,Utenrikstjenestemann
Utl,Utleier+(selskapstelt+mv.)
Utl,Utleier+(selskapst%C3%B8y)
Utl,Utl%C3%A5nssjef
Utm,Utmarkskonsulent
Utm,Utmarkstekniker
Utr,Utreder+(forsikring)
Utr,Utreder+(juridiske+saker)
Utr,Utredningsingeni%C3%B8r+(elektronikk+og+telekommunikasjon)
Utr,Utredningsingeni%C3%B8r+(elkraftteknikk)
Utr,Utredningsingeni%C3%B8r+(maskin)
Utr,Utredningsingeni%C3%B8r+(%C3%B8vrig+teknisk+virksomhet)
Utr,Utredningskonsulent+(juridisk+utredning+offentlig+administrasjon)
Utr,Utredningsleder+(juridisk+utredning+offentlig+administrasjon)
Utr,Utredningsleder+(samfunns%C3%B8konomi)
Utr,Utredningsleder+(%C3%B8konomi+og+samfunnsvitenskap+offentlig+administrasjon)
Utr,Utrykningsleder+(brannvesen)
Utr,Utrykningspolitisjef
Utr,Utrykningssjef+(politi)
Uts,Utstillingsdesigner
Uts,Utstillingskoordinator+(kunstnerisk+arbeid+museum+galleri)
Uts,Utstillingstekniker+(museum+galleri)
Uts,Utstyrsmont%C3%B8r
Uts,Utstyrsoperat%C3%B8r+(olje)
Utv,Utviklingsdirekt%C3%B8r
Utv,Utviklingsingeni%C3%B8r+(elektro)
Utv,Utviklingsingeni%C3%B8r+(elektronikk+og+telekommunikasjon)
Utv,Utviklingsingeni%C3%B8r+sivil+(elektronikk)
Utv,Utviklingsingeni%C3%B8r+sivil+(telekommunikasjon)
Utv,Utviklingsleder+(avis)
Utv,Utviklingssjef
VVS,VVS-mont%C3%B8r
Vak,Vakt
Vak,Vakt+(garasje)
Vak,Vaktbetjent
Vak,Vaktf%C3%B8rstebetjent
Vak,Vaktleder+(butikk)
Vak,Vaktleder+(hotell)
Vak,Vaktleder+(kantine)
Vak,Vaktleder+(post)
Vak,Vaktmann/-kvinne
Vak,Vaktmann/-kvinne+(sm%C3%A5b%C3%A5thavn)
Vak,Vaktmester
Vak,Vaktmesterassistent
Vak,Vaktmestere
Vak,Vaktsjef
Val,Valgkampsekret%C3%A6r+(administrasjon)
Val,Valseverkoperat%C3%B8r+(plast)
Val,Valutakoordinator
Val,Valutamegler
Val,Valutasjef
Van,Vannverksarbeider
Van,Vannverkssjef
Var,Varabrannsjef
Var,Varaformann+(trygderetten)
Var,Varaordf%C3%B8rer
Var,Varebud
Var,Varehandelssjefer
Var,Varehandelssjefer
Var,Varehussjef
Var,Varemegler
Var,Varep%C3%A5fyller
Var,Varep%C3%A5fyllere
Var,Varmebehandler
Var,Varmemester+(fyringsanlegg)
Var,Varmepumpemont%C3%B8r
Var,Varmforsinker
Vas,Vaskeriassistent
Vas,Vaskerimedarbeider
Vas,Vassdrags-+og+energidirekt%C3%B8r
Ved,Vedlikeholdsarbeider+(bergfagarbeid)
Ved,Vedlikeholdsarbeider+(industri)
Ved,Vedlikeholdsarbeider+(vaktmesterarbeid)
Ved,Vedlikeholdsassistent
Ved,Vedlikeholdsingeni%C3%B8r+(maskin)
Ved,Vedlikeholdsleder
Ved,Vedlikeholdsoperat%C3%B8r+(raffineri)
Ved,Vedlikeholdssjef+(bygg+og+anlegg)
Ved,Vedlikeholdssjef+(industri)
Ved,Vedlikeholdssjef+(kraft-+og+vannforsyning)
Ved,Vedlikeholdssjef+(olje+og+gass)
Ved,Vedlikeholdssjef+(transport+og+kommunikasjon)
Ved,Vedlikeholdstekniker+(raffineri)
Ved,Vedpakker
Veg,Vegdekkemaskinf%C3%B8rer
Veg,Vegdirekt%C3%B8r
Veg,Vegh%C3%B8velkj%C3%B8rer
Veg,Vegmerker
Veg,Vegsjef
Veg,Vegtrafikkleder
Veg,Vegvalsekj%C3%B8rer
Vei,Veiarbeider
Vei,Veileder+(arbeids-+og+velferdsetaten)
Vei,Veileder+(attf%C3%B8ringsbedrift)
Vei,Veiplanlegger
Vei,Veirekksmont%C3%B8r
Vek,Vekter
Vek,Vektere
Vek,Vekterleder
Vek,Vektkontroll%C3%B8r+(bilkontroll)
Vel,Velferdssekret%C3%A6r
Vel,Velferdssjef
Ven,Ventilasjonsmont%C3%B8r
Ver,Verdipapirmegler
Ver,Verftssjef
Ver,Verge
Ver,Verksbetjent+(arbeidsleder+for+innsatte)
Ver,Verkstedbestyrer+(forsvaret)
Ver,Verkstedingeni%C3%B8r+(%C3%B8vrig+teknisk+virksomhet)
Ver,Verkstedkontroll%C3%B8r+(%C3%B8vrig+teknisk+virksomhet)
Ver,Verkstedleder
Ver,Verkstedsjef
Ver,Verkt%C3%B8yinnstiller
Ver,Verkt%C3%B8ykonstrukt%C3%B8r
Ver,Verkt%C3%B8ymaker
Ver,Verkt%C3%B8ymakere+l%C3%A5sesmeder+mv.
Ver,Verkt%C3%B8ysliper
Ver,Verneingeni%C3%B8r
Ver,Verneingeni%C3%B8r+(bergverk+og+metallurgi)
Ver,Verneingeni%C3%B8r+(elkraftteknikk)
Ver,Verneingeni%C3%B8r+(kjemi)
Ver,Verneingeni%C3%B8r+(maskin)
Ver,Verneingeni%C3%B8r+(olje)
Ver,Verneleder+(olje+bergverk+og+metallurgi)
Ver,Verneombud
Ver,Vernepleier
Ver,Vernepleier+(psykisk+helsearbeid)
Ver,Vernepleiere
Ver,Vervet
Vet,Veterin%C3%A6r
Vet,Veterin%C3%A6rassistent
Vet,Veterin%C3%A6rdirekt%C3%B8r
Vet,Veterin%C3%A6rer
Vet,Veterin%C3%A6rer
Vet,Veterin%C3%A6rinspekt%C3%B8r
Vev,Vever+(kunst)
Vev,Vevere+strikkere+mv.+(innen+husflidsproduksjon)
Vig,Vigsler+(religi%C3%B8st+arbeid)
Vik,Vikler
Vil,Viltforvalter
Vil,Viltkonsulent
Vin,Vinarbeider
Vin,Vinduspusser
Vin,Vinduspussere
Vin,Vinner+(fiskeredskap)
Vir,Virepasser+(papir/papp)
Vis,Viseadministrerende+direkt%C3%B8r
Vis,Viseadministrerende+direkt%C3%B8r+(eiendomsdrift)
Vis,Viseadministrerende+direkt%C3%B8r+(finansiell+tjenesteyting)
Vis,Viseadmiral
Vis,Visekonsernsjef
Vis,Visekonsul
Vis,Visepolitimester
Vis,Visesanger
Vis,Visningsassistent+(boligsalg)
Vit,Vitenskapelig+assistent
Vog,Vognbetjent
Vog,Vognfordeler
Vok,Voksenoppl%C3%A6ringssjef
Vul,Vulkanis%C3%B8r
V%C3%A5p,V%C3%A5penmekaniker
V%C3%A6r,V%C3%A6relsesbetjent
V%C3%A6r,V%C3%A6robservat%C3%B8r
V%C3%A6r,V%C3%A6rvarslingssjef
Web,Web-designer
Web,Web-publisher+(programmering)
Web,Web-redakt%C3%B8r+(design+og+journalistikk)
Web,Web-redakt%C3%B8r+(programmering)
Web,Webkoordinator
Web,Webmaster
Wir,Wirelinetekniker+(olje-+og+gassutvinning)
Yrk,Yrke+innen+alternativ+medisin
Yrk,Yrker+innen+alternativ+medisin
Yrk,Yrker+innen+alternativ+medisin
Yrk,Yrker+innen+estetiske+fag
Yrk,Yrker+innen+finanstjenester
Yrk,Yrker+innen+kultur+idrett+mv.
Yrk,Yrker+innen+offentlig+forvaltning
Yrk,Yrker+innen+personlig+tjenesteyting
Yrk,Yrker+innen+sosialarbeid+og+kultur
Yrk,Yrker+innen+sport+og+idrett
Yrk,Yrkesdykkere
Yrk,Yrkesdykkere+skytebaser+mv.
Yrk,Yrkesfagl%C3%A6rer
Yrk,Yrkesfagl%C3%A6rere
Yrk,Yrkesfagl%C3%A6rere
Yrk,Yrkeshygieniker
Yrk,Yrkesoppl%C3%A6ringsleder
Yst,Ystere+mv.+(g%C3%A5rdsproduksjon)
Zoo,Zoologitekniker
%C3%98ko,%C3%98kologisk+planlegger
%C3%98ko,%C3%98konom
%C3%98ko,%C3%98konomi-+og+logistikkmedarbeidere
%C3%98ko,%C3%98konomiansvarlig
%C3%98ko,%C3%98konomidirekt%C3%B8r
%C3%98ko,%C3%98konomikonsulent
%C3%98ko,%C3%98konomikoordinator
%C3%98ko,%C3%98konomimedarbeider
%C3%98ko,%C3%98konomir%C3%A5dgiver+(regnskap)
%C3%98ko,%C3%98konomisjef
%C3%98ko,%C3%98konomisk+r%C3%A5dgiver+(bank)
%C3%98re,%C3%98re-nese-hals-spesialist
%C3%98re,%C3%98reakupunkt%C3%B8r
%C3%98ye,%C3%98yelege
